record_id,sentence,gold_sentiment
230,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,NEGATIVE
231,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",POSITIVE
232,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",NEGATIVE
233,fi is developing cooperation in keyword advertising with Microsoft .,POSITIVE
234,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,POSITIVE
235,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,NEGATIVE
236,The situation of coated magazine printing paper will continue to be weak .,NEGATIVE
237,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",POSITIVE
238,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",NEUTRAL
239,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",NEUTRAL
240,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",NEUTRAL
241,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",POSITIVE
242,The new B shares carry the right to dividend and other shareholder rights with effect from today .,NEUTRAL
243,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",NEGATIVE
244,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",NEGATIVE
245,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,NEGATIVE
246,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",POSITIVE
247,Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,NEUTRAL
248,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",NEGATIVE
249,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,NEGATIVE
250,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",NEUTRAL
251,No changes in media activity were seen in October compared with September .,NEUTRAL
252,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",NEGATIVE
253,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",NEUTRAL
254,"With the new arrangement , customer responsibilities will become mainly regional .",NEUTRAL
255,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",NEGATIVE
256,The company will be part of Teleste 's Video and Broadband Solutions business area .,NEUTRAL
257,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",NEUTRAL
258,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,POSITIVE
259,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",NEUTRAL
260,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",NEUTRAL
261,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",NEGATIVE
262,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",NEUTRAL
263,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",NEGATIVE
264,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",POSITIVE
265,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,POSITIVE
266,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',NEGATIVE
267,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,POSITIVE
268,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",POSITIVE
269,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",NEUTRAL
270,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,POSITIVE
271,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",POSITIVE
272,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",POSITIVE
273,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",POSITIVE
274,Sales of security and system packaging increased slightly .,POSITIVE
275,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",NEUTRAL
276,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",NEGATIVE
277,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",NEGATIVE
278,`` We 've been feeling quite positive about the region as a whole .,POSITIVE
279,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",POSITIVE
280,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,NEGATIVE
281,Return on investment was 16.6 % compared to 15.8 % in 2004 .,POSITIVE
282,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",POSITIVE
283,Net sales surged by 30 % to EUR 36 million .,POSITIVE
284,Our standardised services have met with a positive reception among our customers as well as at Itella .,POSITIVE
285,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,NEGATIVE
286,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,NEGATIVE
287,Productional situation has now improved .,POSITIVE
288,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",NEGATIVE
289,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",NEGATIVE
290,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,POSITIVE
291,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",NEGATIVE
292,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,NEGATIVE
293,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,POSITIVE
294,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",NEGATIVE
295,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",NEUTRAL
296,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",NEUTRAL
297,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",NEUTRAL
298,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,POSITIVE
299,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,NEUTRAL
300,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,NEGATIVE
301,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",NEGATIVE
302,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",NEUTRAL
303,"Purchase it for the 12MP snapper , if nothing else .",NEUTRAL
304,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,NEGATIVE
305,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",POSITIVE
306,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",NEGATIVE
307,Device volume in the area decreased by 21 % to 2.7 mn units .,NEGATIVE
308,Kemira 's partner in the project is St. Petersburg Water Works .,NEUTRAL
309,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",NEUTRAL
310,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",NEUTRAL
311,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",NEGATIVE
312,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",NEUTRAL
313,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,NEUTRAL
314,The deal was worth about EUR 1.2 mn .,NEUTRAL
315,The cooperation will double The Switch 's converter capacity .,POSITIVE
316,The dismissed staff members will now take the matter to court unless it can be settled outside .,NEGATIVE
317,"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",NEUTRAL
318,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",POSITIVE
319,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,NEUTRAL
320,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,NEGATIVE
321,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",NEGATIVE
322,The combined value of the orders is almost EUR 3mn .,NEUTRAL
323,"International sales rose by 59.8 % to EUR 1,244.4 mn .",POSITIVE
324,"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",POSITIVE
325,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",POSITIVE
326,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",POSITIVE
327,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,NEGATIVE
328,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,NEGATIVE
329,Almost the entire office building will be occupied by Metso .,NEUTRAL
330,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",POSITIVE
331,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",POSITIVE
332,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",NEGATIVE
333,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",NEGATIVE
334,The diesel margin has remained high .,POSITIVE
335,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,POSITIVE
336,Sales by Seppala diminished by 6 per cent .,NEGATIVE
337,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,POSITIVE
338,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",NEUTRAL
339,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",NEUTRAL
340,The company may at any time have in its possession one tenth of all its shares at the maximum .,NEUTRAL
341,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",POSITIVE
342,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,NEUTRAL
343,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",NEUTRAL
344,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,NEUTRAL
345,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",NEGATIVE
346,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",POSITIVE
347,"Also in Latvia , we act as a partner for bakery customers in both production and product development .",NEUTRAL
348,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",NEGATIVE
349,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,NEUTRAL
350,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",NEGATIVE
351,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",NEGATIVE
352,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",NEUTRAL
353,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",POSITIVE
354,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",NEGATIVE
355,`` The trend in the sports and leisure markets was favorable in the first months of the year .,POSITIVE
356,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",POSITIVE
357,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",NEGATIVE
358,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",POSITIVE
359,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,NEUTRAL
360,Exports grew 16.5 percent to 19.1 million liters .,POSITIVE
361,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,POSITIVE
362,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,NEGATIVE
363,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",NEUTRAL
364,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,NEGATIVE
365,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",POSITIVE
366,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",NEGATIVE
367,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",NEUTRAL
368,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,NEGATIVE
369,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",POSITIVE
370,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",NEUTRAL
371,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",NEUTRAL
372,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",NEGATIVE
373,"The contract includes software licences , application maintenance and training .",NEUTRAL
374,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",NEUTRAL
375,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",NEUTRAL
376,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",NEUTRAL
377,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",POSITIVE
378,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,NEGATIVE
379,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,POSITIVE
380,Salonen added that data shows producers ' pulp inventories in North America are declining . ',NEGATIVE
381,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,POSITIVE
382,Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,POSITIVE
383,"At this growth rate , paying off the national debt will be extremely painful .",NEGATIVE
384,Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,POSITIVE
385,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",POSITIVE
386,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",POSITIVE
387,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,NEGATIVE
388,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",POSITIVE
389,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,NEUTRAL
390,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",NEUTRAL
391,"This truly takes efficiency to new heights , '' Mr. Metso adds .",POSITIVE
392,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",NEGATIVE
393,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",POSITIVE
394,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",NEGATIVE
395,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,NEGATIVE
396,The contract value amounts to EUR 2.4 million .,NEUTRAL
397,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,NEUTRAL
398,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,POSITIVE
399,That would be an increase from estimated sales of 117 million last year .,POSITIVE
400,It inspects the companys strategic strengths and weaknesses .,NEUTRAL
401,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,NEGATIVE
402,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,NEGATIVE
403,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",NEUTRAL
404,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,POSITIVE
405,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",NEUTRAL
406,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,NEUTRAL
407,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",POSITIVE
408,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,NEUTRAL
409,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",NEGATIVE
410,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",NEUTRAL
411,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,POSITIVE
412,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",NEUTRAL
413,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,POSITIVE
414,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",NEGATIVE
415,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,NEGATIVE
416,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",NEUTRAL
417,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,NEUTRAL
418,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,NEGATIVE
419,The firm builds components for mobile phones and other communications products .,NEUTRAL
420,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",NEUTRAL
421,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,NEGATIVE
422,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,POSITIVE
423,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",POSITIVE
424,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",NEUTRAL
425,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",POSITIVE
426,Net sales have been eaten by the weak US dollar .,NEGATIVE
427,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,POSITIVE
428,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",NEUTRAL
429,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",NEUTRAL
430,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,POSITIVE
431,Scanfil has also issued a profit warning .,NEGATIVE
432,"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",POSITIVE
433,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",NEGATIVE
434,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,NEGATIVE
435,"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",NEUTRAL
436,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",NEUTRAL
437,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",POSITIVE
438,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",NEGATIVE
439,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",NEUTRAL
440,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,NEUTRAL
441,"The facility will be used to refinance Citycon 's existing credit facility , the company said .",NEUTRAL
442,"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",NEUTRAL
443,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",NEUTRAL
444,The credit covers approximately 70 % of the ship 's price .,NEUTRAL
445,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",NEGATIVE
446,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",NEGATIVE
447,"In the Baltic countries , sales fell by 42.6 % .",NEGATIVE
448,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,POSITIVE
449,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",NEUTRAL
450,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,NEUTRAL
451,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",NEUTRAL
452,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",POSITIVE
453,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",POSITIVE
454,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,POSITIVE
455,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",POSITIVE
456,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,POSITIVE
457,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,POSITIVE
458,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,NEGATIVE
459,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),NEUTRAL
460,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,POSITIVE
461,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",POSITIVE
462,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",NEUTRAL
463,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",NEUTRAL
464,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,NEGATIVE
465,Uponor maintains its full-year guidance for 2010 .,NEUTRAL
466,The number of bodily injury cases quadrupled in 2000-2006 .,NEGATIVE
